time,uma,lat,lon,mp01,mp25,mp10,d03,d05,d01,d25,d50,d10,vel
11:31:46,1,-38.749004,-72.636406,3,4,4,768,199,20,1,0,0,0.2
11:31:48,1,-38.749008,-72.636414,3,4,4,768,205,20,1,0,0,0.2
11:31:50,1,-38.749016,-72.636414,3,4,4,741,199,20,1,0,0,0.2
11:31:52,1,-38.749023,-72.636414,3,3,4,681,179,18,2,0,0,0.2
11:31:54,1,-38.749027,-72.636421,3,3,4,660,172,17,2,0,0,0.1
11:31:56,1,-38.749031,-72.636421,3,3,3,639,163,14,2,0,0,0.1
11:31:58,1,-38.749035,-72.636421,2,3,4,639,157,12,3,1,1,0.1
11:32:00,1,-38.749035,-72.636421,2,2,3,600,146,13,2,1,1,0.1
11:32:02,1,-38.749035,-72.636421,2,2,4,621,157,14,3,2,1,0.0
11:32:04,1,-38.749035,-72.636421,2,3,4,660,168,14,3,2,1,0.0
11:32:06,1,-38.749035,-72.636421,3,3,4,675,173,16,3,2,1,0.1
11:32:08,1,-38.749035,-72.636421,3,3,4,696,175,14,3,2,1,0.1
11:32:10,1,-38.749035,-72.636421,3,3,4,711,183,13,2,2,1,0.0
11:32:12,1,-38.749031,-72.636429,3,3,4,705,183,14,2,2,1,0.1
11:32:14,1,-38.749035,-72.636436,3,3,5,690,185,14,2,2,1,3.1
11:32:16,1,-38.749050,-72.636520,3,3,4,666,185,14,1,1,0,8.4
11:32:18,1,-38.749077,-72.636650,3,3,4,624,181,8,1,1,0,13.0
11:32:20,1,-38.749111,-72.636818,2,3,3,537,157,7,0,0,0,15.3
11:32:22,1,-38.749149,-72.637016,2,2,2,483,138,7,0,0,0,18.6
11:32:24,1,-38.749203,-72.637245,2,2,2,477,133,5,0,0,0,22.3
11:32:26,1,-38.749264,-72.637505,2,2,2,462,129,4,0,0,0,23.5
11:32:28,1,-38.749329,-72.637787,2,2,2,441,125,5,0,0,0,25.4
11:32:30,1,-38.749397,-72.638084,2,2,2,414,119,5,0,0,0,26.7
11:32:32,1,-38.749466,-72.638397,2,2,2,441,126,5,0,0,0,27.9
11:32:34,1,-38.749535,-72.638710,2,2,2,426,117,4,0,0,0,26.9
11:32:36,1,-38.749599,-72.639015,1,1,1,426,109,3,0,0,0,25.5
11:32:38,1,-38.749657,-72.639305,2,2,2,480,120,12,0,0,0,25.5
11:32:40,1,-38.749718,-72.639595,2,2,2,546,135,12,0,0,0,25.9
11:32:42,1,-38.749771,-72.639877,2,2,2,546,139,11,0,0,0,23.5
11:32:44,1,-38.749817,-72.640083,2,3,3,600,154,12,1,1,1,14.6
11:32:46,1,-38.749840,-72.640236,3,3,4,648,170,14,1,1,1,12.6
11:32:48,1,-38.749863,-72.640335,3,3,4,708,185,16,1,1,1,7.2
11:32:50,1,-38.749886,-72.640411,3,4,4,729,187,19,1,1,1,7.9
11:32:52,1,-38.749901,-72.640549,4,5,6,870,233,35,1,1,1,14.2
11:32:54,1,-38.749950,-72.640762,4,6,7,972,266,36,1,1,1,20.0
11:32:56,1,-38.750008,-72.641014,5,6,7,1080,287,28,1,1,1,23.0
11:32:58,1,-38.750069,-72.641296,5,6,7,1068,289,28,1,1,1,25.9
11:33:00,1,-38.750134,-72.641609,6,7,8,1179,316,35,1,1,1,27.6
11:33:02,1,-38.750198,-72.641907,6,7,7,1218,327,37,0,0,0,24.7
11:33:04,1,-38.750244,-72.642128,6,7,7,1185,318,34,0,0,0,16.6
11:33:06,1,-38.750286,-72.642326,6,7,7,1191,318,31,0,0,0,17.7
11:33:08,1,-38.750336,-72.642548,6,8,8,1239,338,40,1,1,0,21.0
11:33:10,1,-38.750389,-72.642807,6,7,7,1191,318,31,1,1,0,22.6
11:33:12,1,-38.750443,-72.643059,5,6,7,1125,298,33,1,1,0,21.1
11:33:14,1,-38.750488,-72.643280,5,7,8,1083,294,40,2,2,0,17.3
11:33:16,1,-38.750519,-72.643425,4,6,8,1005,269,43,3,3,0,10.9
11:33:18,1,-38.750549,-72.643570,4,5,7,927,249,36,3,3,0,14.1
11:33:20,1,-38.750580,-72.643745,4,5,7,861,236,33,3,3,0,16.1
11:33:22,1,-38.750626,-72.643936,4,5,7,861,233,33,3,3,0,17.5
11:33:26,1,-38.750725,-72.644356,3,4,5,747,194,22,2,2,0,20.1
11:33:28,1,-38.750771,-72.644585,3,3,4,720,188,15,2,2,0,20.3
11:33:30,1,-38.750820,-72.644806,3,3,4,693,183,12,2,2,0,18.6
11:33:32,1,-38.750862,-72.645012,2,2,3,615,163,5,1,1,0,17.9
11:33:34,1,-38.750912,-72.645226,2,2,2,546,148,1,0,0,0,17.6
11:33:36,1,-38.750950,-72.645401,2,2,2,546,142,1,0,0,0,14.8
11:33:38,1,-38.750969,-72.645576,2,2,2,534,135,1,0,0,0,15.7
11:33:40,1,-38.750977,-72.645752,1,2,2,492,126,2,0,0,0,10.9
11:33:42,1,-38.750992,-72.645851,1,2,2,483,122,2,0,0,0,8.9
11:33:44,1,-38.750996,-72.645912,1,1,1,438,113,2,0,0,0,1.8
11:33:46,1,-38.750980,-72.645958,1,1,1,417,106,3,0,0,0,5.6
11:33:48,1,-38.750900,-72.645981,1,1,1,429,111,3,0,0,0,11.7
11:33:50,1,-38.750755,-72.645973,1,1,1,447,113,3,0,0,0,17.1
11:33:52,1,-38.750572,-72.645950,1,1,1,411,101,3,0,0,0,21.1
11:33:54,1,-38.750366,-72.645927,1,1,1,351,89,3,0,0,0,23.3
11:33:56,1,-38.750141,-72.645905,1,1,1,318,80,3,0,0,0,24.4
11:33:58,1,-38.749908,-72.645882,1,1,1,327,80,2,0,0,0,25.8
11:34:00,1,-38.749668,-72.645882,1,1,1,366,99,7,0,0,0,26.5
11:34:02,1,-38.749420,-72.645912,1,1,1,327,85,6,0,0,0,27.0
11:34:04,1,-38.749168,-72.645966,1,1,1,303,72,5,0,0,0,27.8
11:34:06,1,-38.748905,-72.646019,0,1,1,264,61,5,0,0,0,28.4
11:34:08,1,-38.748657,-72.646080,0,1,1,246,59,5,0,0,0,27.0
11:34:10,1,-38.748432,-72.646156,0,1,1,246,59,5,0,0,0,23.2
11:34:12,1,-38.748260,-72.646233,0,1,1,291,66,5,0,0,0,16.8
11:34:14,1,-38.748150,-72.646278,1,1,1,324,75,5,0,0,0,8.1
11:34:16,1,-38.748116,-72.646294,1,1,1,351,84,5,0,0,0,1.8
11:34:18,1,-38.748062,-72.646324,1,1,1,345,78,0,0,0,0,8.0
11:34:20,1,-38.747978,-72.646370,1,1,1,372,87,0,0,0,0,11.4
11:34:22,1,-38.747860,-72.646461,1,1,1,345,87,0,0,0,0,17.0
11:34:24,1,-38.747704,-72.646591,1,1,1,357,91,0,0,0,0,21.6
11:34:26,1,-38.747513,-72.646744,1,1,1,354,90,0,0,0,0,24.5
11:34:28,1,-38.747295,-72.646889,1,1,1,372,91,0,0,0,0,27.5
11:34:30,1,-38.747040,-72.647049,1,1,1,291,78,1,0,0,0,31.9
11:34:32,1,-38.746769,-72.647232,1,1,1,231,60,1,0,0,0,32.0
11:34:34,1,-38.746506,-72.647430,0,0,1,198,51,2,1,0,0,33.6
11:34:36,1,-38.746235,-72.647636,0,0,0,165,42,2,1,0,0,33.3
11:34:38,1,-38.745953,-72.647789,0,0,0,150,34,2,1,0,0,33.0
11:34:40,1,-38.745655,-72.647919,0,0,0,141,33,2,1,0,0,33.2
11:34:42,1,-38.745361,-72.648033,0,0,0,123,27,2,1,0,0,32.4
11:34:44,1,-38.745087,-72.648148,0,0,0,144,30,2,1,0,0,30.3
11:34:46,1,-38.744827,-72.648247,0,0,0,138,30,2,1,0,0,28.2
11:34:48,1,-38.744595,-72.648338,0,0,0,129,27,1,1,0,0,25.9
11:34:50,1,-38.744370,-72.648415,0,0,0,129,28,1,1,0,0,23.5
11:34:52,1,-38.744194,-72.648468,0,0,0,126,28,0,0,0,0,15.9
11:34:54,1,-38.744041,-72.648514,0,0,0,126,30,0,0,0,0,18.6
11:34:56,1,-38.743851,-72.648582,0,0,0,141,38,0,0,0,0,22.7
11:35:00,1,-38.743378,-72.648689,0,0,0,168,46,1,0,0,0,29.1
11:35:02,1,-38.743111,-72.648705,0,0,0,162,46,2,0,0,0,27.7
11:35:04,1,-38.742859,-72.648788,0,0,0,150,46,2,0,0,0,29.0
11:35:06,1,-38.742611,-72.648911,0,0,0,150,46,2,0,0,0,28.0
11:35:08,1,-38.742382,-72.649063,0,0,0,141,41,2,0,0,0,28.8
11:35:10,1,-38.742142,-72.649239,0,0,0,144,41,2,0,0,0,30.9
11:35:12,1,-38.741890,-72.649445,0,0,0,165,46,2,0,0,0,32.7
11:35:14,1,-38.741642,-72.649651,0,0,0,156,44,2,0,0,0,31.0
11:35:16,1,-38.741405,-72.649841,0,0,0,144,36,1,0,0,0,29.3
11:35:18,1,-38.741215,-72.650047,0,0,0,156,37,1,0,0,0,26.8
11:35:20,1,-38.741028,-72.650230,0,0,0,150,37,0,0,0,0,25.1
11:35:22,1,-38.740822,-72.650345,0,0,0,150,37,1,1,1,0,24.1
11:35:24,1,-38.740623,-72.650520,0,0,0,153,38,1,1,1,0,26.7
11:35:26,1,-38.740425,-72.650734,0,0,0,162,37,1,1,1,0,29.2
11:35:28,1,-38.740215,-72.650955,0,0,0,132,28,1,1,1,0,29.1
11:35:30,1,-38.739975,-72.651146,0,0,0,111,23,1,1,1,0,32.1
11:35:32,1,-38.739716,-72.651321,0,0,0,120,26,1,1,1,0,30.3
11:35:34,1,-38.739525,-72.651459,0,0,0,120,28,1,1,1,0,18.2
11:35:36,1,-38.739422,-72.651520,0,0,0,120,32,1,1,1,0,10.3
11:35:38,1,-38.739300,-72.651543,0,0,0,111,29,1,1,1,0,15.1
11:35:40,1,-38.739159,-72.651543,0,0,0,117,28,0,0,0,0,14.3
11:35:42,1,-38.739059,-72.651535,0,0,0,123,30,0,0,0,0,11.9
11:35:44,1,-38.738922,-72.651520,0,0,0,129,32,0,0,0,0,16.8
11:35:46,1,-38.738792,-72.651428,0,0,0,129,38,1,1,1,0,18.0
11:35:48,1,-38.738693,-72.651222,0,0,0,123,36,1,1,1,0,19.8
11:35:50,1,-38.738625,-72.651070,0,0,0,123,35,1,1,1,0,12.8
11:35:52,1,-38.738544,-72.650917,0,0,0,123,37,1,1,1,0,17.5
11:35:54,1,-38.738441,-72.650726,0,0,0,111,33,1,1,1,0,20.8
11:35:56,1,-38.738331,-72.650490,0,0,0,141,43,2,1,1,0,23.1
11:35:58,1,-38.738251,-72.650230,0,0,1,159,52,2,1,1,0,24.9
11:36:00,1,-38.738148,-72.649948,0,0,1,153,50,3,1,1,0,27.0
11:36:02,1,-38.738018,-72.649651,0,0,1,147,48,3,1,1,0,28.8
11:36:04,1,-38.737888,-72.649353,0,0,0,135,42,2,0,0,0,28.5
11:36:06,1,-38.737766,-72.649078,0,0,0,129,40,2,0,0,0,25.1
11:36:08,1,-38.737648,-72.648811,0,0,0,135,41,2,0,0,0,26.3
11:36:10,1,-38.737541,-72.648567,0,0,0,156,46,2,0,0,0,20.5
11:36:12,1,-38.737469,-72.648415,0,0,0,180,52,2,0,0,0,13.2
11:36:14,1,-38.737392,-72.648247,0,0,1,171,47,2,1,1,0,18.0
11:36:16,1,-38.737309,-72.648064,0,0,1,165,45,2,1,1,0,16.8
11:36:18,1,-38.737240,-72.647911,0,0,1,165,45,1,1,1,0,11.7
11:36:20,1,-38.737270,-72.647758,0,0,1,165,45,1,1,1,0,15.9
11:36:24,1,-38.737492,-72.647354,0,0,1,186,48,1,1,1,0,24.0
11:36:26,1,-38.737629,-72.647102,0,0,1,180,47,1,1,1,0,26.0
11:36:28,1,-38.737762,-72.646858,0,0,0,159,42,1,1,1,0,24.5
11:36:30,1,-38.737892,-72.646637,0,0,0,159,44,1,1,1,0,23.1
11:36:32,1,-38.738007,-72.646431,0,0,0,147,42,0,0,0,0,19.6
11:36:34,1,-38.738113,-72.646240,0,0,0,126,35,0,0,0,0,20.4
11:36:36,1,-38.738235,-72.646034,0,0,0,150,43,1,0,0,0,23.2
11:36:38,1,-38.738369,-72.645798,0,0,0,147,42,1,0,0,0,25.0
11:36:40,1,-38.738510,-72.645554,0,0,0,138,39,1,0,0,0,26.0
11:36:42,1,-38.738655,-72.645302,0,0,0,135,38,1,0,0,0,26.3
11:36:44,1,-38.738800,-72.645042,0,0,0,135,39,1,0,0,0,27.0
11:36:46,1,-38.738953,-72.644783,0,0,0,195,54,2,0,0,0,27.5
11:36:48,1,-38.739105,-72.644524,0,0,0,243,63,2,0,0,0,27.2
11:36:50,1,-38.739250,-72.644264,1,1,1,303,80,3,0,0,0,26.8
11:36:52,1,-38.739391,-72.644012,1,1,1,330,87,3,0,0,0,25.7
11:36:54,1,-38.739517,-72.643791,1,1,1,384,99,3,0,0,0,20.9
11:36:56,1,-38.739624,-72.643608,1,1,1,387,100,3,0,0,0,20.0
11:36:58,1,-38.739746,-72.643410,1,1,1,396,103,4,0,0,0,22.3
11:37:00,1,-38.739876,-72.643188,1,2,2,426,119,6,0,0,0,24.5
11:37:02,1,-38.740021,-72.642937,2,2,2,438,123,9,0,0,0,27.0
11:37:04,1,-38.740181,-72.642670,2,2,3,444,126,13,1,1,0,29.4
11:37:06,1,-38.740334,-72.642403,2,3,3,459,137,16,1,1,0,26.2
11:37:08,1,-38.740471,-72.642174,2,3,3,471,137,16,1,1,0,22.1
11:37:11,1,-38.740562,-72.642014,2,3,3,471,137,16,1,1,0,13.8
11:37:12,1,-38.740635,-72.641891,2,2,3,465,134,15,1,1,0,12.5
11:37:14,1,-38.740692,-72.641777,2,3,3,510,145,16,1,1,0,10.6
11:37:16,1,-38.740692,-72.641663,2,3,3,528,147,15,1,1,0,10.5
11:37:19,1,-38.740616,-72.641556,2,3,3,573,152,14,1,1,0,14.0
11:37:21,1,-38.740498,-72.641502,2,3,3,627,159,11,1,1,0,12.9
11:37:23,1,-38.740364,-72.641464,2,2,2,609,157,7,0,0,0,15.5
11:37:25,1,-38.740200,-72.641403,2,2,2,627,162,4,0,0,0,19.4
11:37:27,1,-38.740005,-72.641327,3,3,3,660,174,3,0,0,0,22.0
11:37:29,1,-38.739807,-72.641258,3,3,3,720,188,6,0,0,0,22.1
11:37:31,1,-38.739605,-72.641182,3,3,3,726,193,7,0,0,0,22.8
11:37:33,1,-38.739399,-72.641106,3,4,4,768,206,9,0,0,0,22.5
11:37:35,1,-38.739223,-72.641052,4,4,4,822,224,9,0,0,0,16.8
11:37:37,1,-38.739109,-72.641014,4,4,4,822,232,12,0,0,0,11.2
11:37:39,1,-38.739010,-72.640984,4,4,5,819,231,14,1,1,0,11.6
11:37:41,1,-38.738884,-72.640953,4,5,5,852,240,14,1,1,0,15.8
11:37:43,1,-38.738731,-72.640892,4,4,5,819,226,14,1,1,0,18.2
11:37:45,1,-38.738567,-72.640823,4,4,5,765,212,17,1,1,0,18.8
11:37:47,1,-38.738392,-72.640755,3,4,5,738,207,15,2,1,0,19.4
11:37:49,1,-38.738209,-72.640694,3,3,4,684,187,14,2,1,0,20.9
11:37:51,1,-38.738022,-72.640617,3,3,4,663,180,11,2,1,0,21.2
11:37:53,1,-38.737831,-72.640549,3,3,4,630,173,11,2,1,0,21.4
11:37:55,1,-38.737633,-72.640472,2,2,3,606,164,8,2,1,0,23.1
11:37:59,1,-38.737209,-72.640312,2,2,2,495,135,7,1,0,0,24.5
11:38:01,1,-38.736984,-72.640228,2,2,2,468,127,7,1,0,0,25.9
11:38:02,1,-38.736744,-72.640137,2,2,2,504,136,5,1,0,0,27.7
11:38:05,1,-38.736511,-72.640045,2,2,2,534,147,7,0,0,0,25.6
11:38:07,1,-38.736298,-72.639961,2,2,2,534,149,7,0,0,0,22.0
11:38:09,1,-38.736149,-72.639915,2,2,2,546,156,8,0,0,0,11.9
11:38:11,1,-38.736099,-72.639900,2,2,2,540,150,8,0,0,0,2.0
11:38:13,1,-38.736099,-72.639900,3,3,3,594,168,8,0,0,0,0.2
11:38:15,1,-38.736099,-72.639900,3,3,3,606,168,8,0,0,0,0.5
11:38:17,1,-38.736103,-72.639900,3,3,3,627,176,8,0,0,0,0.1
11:38:19,1,-38.736103,-72.639893,3,3,3,642,182,8,0,0,0,0.0
11:38:21,1,-38.736088,-72.639893,3,3,3,594,169,7,0,0,0,5.0
11:38:23,1,-38.736008,-72.639870,2,2,2,546,156,4,0,0,0,10.4
11:38:25,1,-38.735901,-72.639870,2,2,2,555,158,4,0,0,0,12.3
11:38:26,1,-38.735806,-72.639915,2,2,2,522,149,3,0,0,0,8.4
11:38:29,1,-38.735760,-72.639938,2,2,2,516,149,8,0,0,0,2.8
11:38:31,1,-38.735752,-72.639938,2,2,2,435,123,8,0,0,0,0.1
11:38:33,1,-38.735748,-72.639938,2,2,2,408,117,8,0,0,0,0.4
11:38:35,1,-38.735744,-72.639938,1,1,1,369,102,5,0,0,0,0.2
11:38:37,1,-38.735744,-72.639938,1,1,1,336,93,5,0,0,0,0.0
11:38:39,1,-38.735741,-72.639931,1,1,1,417,113,5,0,0,0,0.1
11:38:41,1,-38.735741,-72.639931,1,1,1,411,109,5,0,0,0,0.1
11:38:43,1,-38.735741,-72.639931,1,1,2,396,107,6,1,1,0,0.1
11:38:45,1,-38.735737,-72.639931,1,1,2,411,103,6,1,1,0,0.2
11:38:47,1,-38.735737,-72.639931,1,1,2,423,109,1,1,1,0,0.0
11:38:49,1,-38.735729,-72.639931,1,1,3,474,128,2,2,2,1,0.1
11:38:51,1,-38.735729,-72.639931,1,1,3,462,126,2,2,2,1,0.3
11:38:53,1,-38.735714,-72.639938,1,1,3,402,109,2,2,2,1,4.1
11:38:55,1,-38.735649,-72.639961,1,1,3,426,118,5,2,2,1,8.1
11:38:57,1,-38.735538,-72.640007,1,1,2,339,98,5,2,2,1,13.5
11:38:59,1,-38.735420,-72.640068,1,1,2,333,95,5,2,2,1,14.6
11:39:01,1,-38.735325,-72.640160,1,1,2,348,102,4,1,1,1,12.3
11:39:05,1,-38.735340,-72.640549,1,1,2,294,88,5,1,1,1,18.7
11:39:07,1,-38.735367,-72.640717,1,1,1,264,77,4,0,0,0,11.9
11:39:09,1,-38.735363,-72.640808,1,1,2,288,83,5,1,1,1,3.7
11:39:11,1,-38.735340,-72.640846,1,1,2,285,82,5,1,1,1,4.3
11:39:13,1,-38.735275,-72.640877,0,0,1,237,64,2,1,1,1,9.3
11:39:15,1,-38.735161,-72.640930,0,0,1,210,50,2,1,1,1,13.8
11:39:17,1,-38.735023,-72.640984,0,0,1,222,55,2,1,1,1,14.8
11:39:19,1,-38.734943,-72.641022,0,0,1,201,48,2,1,1,1,7.1
11:39:21,1,-38.734894,-72.641037,0,0,1,207,48,2,1,1,1,5.1
11:39:22,1,-38.734821,-72.641068,0,0,2,240,57,3,2,2,1,9.8
11:39:25,1,-38.734711,-72.641113,0,0,2,246,57,3,2,2,1,14.4
11:39:27,1,-38.734604,-72.641151,0,0,1,219,50,2,1,1,0,9.3
11:39:29,1,-38.734543,-72.641129,0,0,1,249,53,2,1,1,0,5.8
11:39:33,1,-38.734486,-72.640976,0,0,1,264,61,2,1,1,0,8.1
11:39:35,1,-38.734497,-72.640930,0,0,1,243,54,2,1,1,0,2.5
11:39:37,1,-38.734520,-72.640900,0,0,1,276,63,2,1,1,0,2.0
11:39:39,1,-38.734547,-72.640877,0,0,1,282,64,2,2,2,0,3.0
11:39:41,1,-38.734558,-72.640869,0,0,1,255,59,1,1,1,0,0.0
11:39:43,1,-38.734562,-72.640862,0,0,1,228,53,1,1,1,0,0.2
11:39:45,1,-38.734570,-72.640854,0,0,1,243,58,1,1,1,0,0.3
11:39:47,1,-38.734570,-72.640854,0,0,1,213,55,1,1,1,0,0.2
11:39:49,1,-38.734573,-72.640854,0,0,1,213,55,1,1,1,0,0.9
11:39:50,1,-38.734577,-72.640846,0,0,1,171,46,1,1,1,0,0.1
11:39:53,1,-38.734577,-72.640846,0,0,1,180,51,2,1,1,0,0.2
11:39:54,1,-38.734573,-72.640846,0,0,1,147,42,2,1,1,0,0.0
11:39:56,1,-38.734573,-72.640846,0,0,0,135,41,1,0,0,0,0.0
11:39:58,1,-38.734570,-72.640846,0,0,0,108,32,1,0,0,0,0.1
11:40:00,1,-38.734566,-72.640854,0,0,0,102,29,1,0,0,0,0.0
11:40:02,1,-38.734566,-72.640854,0,0,0,87,24,1,0,0,0,0.0